chunk,phrase_type,word_order
xcomp case obl nmod:poss cc case conj nmod:poss cc case det conj advmod aux,prepositional_phrase,verb
acl:relcl,unknown_chunk,verb
xcomp obj amod amod nsubj nmod:poss,noun_phrase,vos
cc conj,unknown_chunk,unknown
xcomp cc conj obj nmod:poss obj compound acl case obj,prepositional_phrase,verb
xcomp case obl cc conj mark,prepositional_phrase,verb
advcl case obl compound compound,prepositional_phrase,verb
xcomp det obj cc conj obj compound cc conj obj det compound cc nsubj det,noun_phrase,vos
conj case obl punct parataxis nummod nummod punct cc conj obj amod nummod case nmod amod cc advmod conj case obj nmod:poss conj case obl cc conj compound cc case conj det compound compound nummod det det acl det obj,prepositional_phrase,verb
root compound case nmod compound compound nmod:poss case nmod:poss acl case det obl cc conj mark nsubj,prepositional_phrase,ps
acl:relcl case obj det amod cc det conj aux nsubj,prepositional_phrase,ovs
conj case obl det compound,prepositional_phrase,unknown
xcomp nsubj nmod:poss,infinitive_clause,vs
cc conj det compound conj obj det case obl mark nsubj nmod:poss,prepositional_phrase,os
acl:relcl case obl cc conj mark case obl nmod:poss nsubj,prepositional_phrase,vs
advcl nsubj,subordinate_clause,vs
case nmod,prepositional_phrase,unknown
xcomp det compound det det cop,noun_phrase,verb
ccomp case obl cc advmod nsubj amod,prepositional_phrase,vs
conj nsubj nmod:poss nsubj det compound mark nsubj,subordinate_clause,subject
acl:relcl cc conj conj nsubj nmod:poss,unknown_chunk,vs
case nmod:poss case obl det cc conj mark,prepositional_phrase,unknown
acl:relcl csubj case obl compound nmod:poss mark nsubj,prepositional_phrase,vs
acl:relcl cc conj conj nsubj nmod:poss det amod,noun_phrase,vs
cc case obl,prepositional_phrase,unknown
root det mark nsubj obj,subordinate_clause,pso
case nmod cop aux,prepositional_phrase,verb
ccomp obj,complement_clause,verb
cc mark advmod,subordinate_clause,unknown
advcl nsubj obj,subordinate_clause,vso
root case obl,prepositional_phrase,predicate
cc nsubj case nmod nummod mark cop,prepositional_phrase,sv
acl:relcl case obl det compound cc conj nummod case det obl case nmod cop,prepositional_phrase,verb
root case obj case obl nmod:poss cc conj case obj nsubj compound,prepositional_phrase,pos
case det nmod cc conj cc advmod nsubj aux,prepositional_phrase,sv
conj advmod obj case obl case obl case nmod,prepositional_phrase,unknown
cc case,prepositional_phrase,unknown
root compound compound cop,noun_phrase,predicate
root compound compound compound compound case nmod,prepositional_phrase,predicate
root csubj case obj nmod:poss obj case obj acl det obj case nmod mark,prepositional_phrase,predicate
acl:relcl cc conj case obl advmod obl:unmarked case nmod compound amod,prepositional_phrase,verb
cc mark cop,subordinate_clause,verb
root case obl compound advmod amod det nsubj,prepositional_phrase,ps
cc conj nsubj det nsubj mark,subordinate_clause,subject
acl:relcl case obl nmod:poss,prepositional_phrase,verb
xcomp cc conj case obl compound cc case conj advmod conj case obl mark case,prepositional_phrase,verb
acl:relcl cc conj case,prepositional_phrase,verb
advcl obl case obl,prepositional_phrase,verb
nsubj det compound mark,subordinate_clause,subject
acl:relcl advmod,adverbial_clause,verb
xcomp cc conj case obl compound nmod:poss cc advmod conj,prepositional_phrase,verb
root case obl compound nmod:poss,prepositional_phrase,predicate
case obl compound,prepositional_phrase,unknown
root case obl compound,prepositional_phrase,predicate
case det det obl,prepositional_phrase,unknown
root nsubj,main_clause,ps
case det det obl punct,prepositional_phrase,unknown
cc,unknown_chunk,unknown
root mark nsubj,subordinate_clause,ps
acl:relcl,unknown_chunk,verb
xcomp obl:unmarked amod cc conj cc mark advmod,subordinate_clause,verb
advcl advmod advmod obj case nmod obl:unmarked nummod mark,prepositional_phrase,verb
acl:relcl cc conj mark,subordinate_clause,verb
ccomp punct cc parataxis dep nummod punct parataxis,complement_clause,verb
xcomp cc conj mark,subordinate_clause,verb
acl:relcl,unknown_chunk,verb
xcomp case obl punct case obl nmod:poss case det nmod:poss mark nsubj,prepositional_phrase,vs
advcl,subordinate_clause,verb
advcl case obl,prepositional_phrase,verb
cc mark nsubj,subordinate_clause,subject
advcl,subordinate_clause,verb
root case obj case obl nmod:poss,prepositional_phrase,predicate
cc,unknown_chunk,unknown
root case obl nsubj,prepositional_phrase,ps
cc conj case obl obj acl obj nmod:poss case obl nmod:poss,prepositional_phrase,verb
cc advmod,adverbial_clause,unknown
root nsubj amod,noun_phrase,ps
cc conj,unknown_chunk,unknown
mark,subordinate_clause,unknown
root mark advmod,subordinate_clause,predicate
ccomp obj case nmod,prepositional_phrase,verb
nsubj nmod:poss case nmod,prepositional_phrase,subject
root cc advmod conj obj advmod advmod nsubj,adverbial_clause,pos
mark advmod,subordinate_clause,unknown
acl:relcl nsubj,unknown_chunk,vs
case nmod mark,prepositional_phrase,unknown
acl:relcl nsubj compound advmod,adverbial_clause,vs
ccomp obj advmod,adverbial_clause,verb
cc advmod,adverbial_clause,unknown
root,main_clause,predicate
xcomp,infinitive_clause,verb
ccomp case obl cc nsubj,prepositional_phrase,vs
case nmod compound case nmod compound flat conj,prepositional_phrase,unknown
xcomp case det obl,prepositional_phrase,verb
cc nsubj,unknown_chunk,subject
root,main_clause,predicate
xcomp obj compound cc conj obj case det obl case,prepositional_phrase,verb
advcl case obj cc conj case obj cc conj case obj cc conj case obj mark,prepositional_phrase,verb
ccomp,complement_clause,verb
xcomp obj case det obl cc conj nsubj,prepositional_phrase,vos
mark fixed,subordinate_clause,unknown
advcl obj mark mark advmod,subordinate_clause,verb
advcl advmod advmod,subordinate_clause,verb
ccomp case obl obj mark advmod,prepositional_phrase,verb
acl:relcl,unknown_chunk,verb
xcomp cc conj,infinitive_clause,verb
root obj cc advmod conj amod,adverbial_clause,predicate
cc advmod,adverbial_clause,unknown
root nsubj acl,main_clause,ps
case obl nmod:poss mark,prepositional_phrase,unknown
acl:relcl case obl amod cc conj case det obl case obl det compound,prepositional_phrase,verb
cc case,prepositional_phrase,unknown
root compound,noun_phrase,predicate
cc mark nsubj obj,subordinate_clause,so
root cc conj case obl compound mark advmod,prepositional_phrase,predicate
acl:relcl case obl nsubj,prepositional_phrase,vs
cc mark,subordinate_clause,unknown
advcl case obj cc advmod conj obj mark,prepositional_phrase,verb
acl:relcl,unknown_chunk,verb
root conj obj nmod:poss cc conj csubj obj nmod:poss,main_clause,predicate
mark fixed,subordinate_clause,unknown
advcl,subordinate_clause,verb
xcomp case obl amod cc conj case det obl case fixed,prepositional_phrase,verb
advcl case obl nmod:poss nsubj,prepositional_phrase,vs
root compound punct appos flat nummod punct cc conj mark,subordinate_clause,predicate
acl:relcl,unknown_chunk,verb
xcomp advmod,adverbial_clause,verb
xcomp cc conj punct,infinitive_clause,verb
nsubj case,prepositional_phrase,subject
root cc conj cc nsubj,main_clause,ps
conj obj nmod:poss advmod cc nsubj compound det advmod conj case obl nsubj compound mark advmod,prepositional_phrase,os
acl:relcl nsubj amod,noun_phrase,vs
case obl cc case conj compound cc case conj case obl amod mark fixed advmod,prepositional_phrase,unknown
advcl obj,subordinate_clause,verb
xcomp,infinitive_clause,verb
xcomp cc conj nmod:poss cc conj case obl cc conj,prepositional_phrase,verb
mark,subordinate_clause,unknown
advcl aux cop,subordinate_clause,verb
root cc nsubj nmod:poss,main_clause,ps
conj obj cc advmod conj case obl nsubj,prepositional_phrase,os
advmod,adverbial_clause,unknown
root case obl advmod nsubj parataxis csubj obj amod,prepositional_phrase,pso
case obl nmod:poss mark advmod case,prepositional_phrase,unknown
acl:relcl nmod:poss det,noun_phrase,verb
acl:relcl mark mark cop,subordinate_clause,verb
advcl case obj cop,prepositional_phrase,verb
acl:relcl case obl,prepositional_phrase,verb
nsubj punct appos nummod nmod:unmarked punct,subordinate_clause,subject
root case obl,prepositional_phrase,predicate
xcomp case obl compound conj obj cc mark,prepositional_phrase,verb
advcl obj cc conj case obl nmod:poss advmod conj advmod,prepositional_phrase,verb
ccomp csubj cc case conj case nmod nmod:poss det amod case case nmod nmod:poss case mark advmod case nmod nmod:poss,prepositional_phrase,verb
nsubj det compound advmod mark nsubj,subordinate_clause,subject
advcl case obj nmod:poss case obl nmod:poss,prepositional_phrase,verb
root case obl mark fixed det nsubj,prepositional_phrase,ps
advcl case obl cc conj case obj cc conj obj case obl nmod:poss cc conj case obl nsubj det amod det amod advmod,prepositional_phrase,vos
conj nsubj compound nmod:poss case det obl,prepositional_phrase,subject
root case obl det amod advmod det obl:unmarked case nmod cc conj case fixed nmod cc nsubj,prepositional_phrase,ps
conj mark,subordinate_clause,unknown
ccomp compound case nmod,prepositional_phrase,verb
cc case det obl,prepositional_phrase,unknown
root nsubj compound,noun_phrase,ps
case obl mark,prepositional_phrase,unknown
acl:relcl,unknown_chunk,verb
xcomp case obl compound cc conj amod,prepositional_phrase,verb
xcomp case obl compound amod compound det amod mark fixed nsubj,prepositional_phrase,vs
advcl case nmod acl case obl det compound,prepositional_phrase,verb
cc aux,unknown_chunk,verb
root case obl det compound mark,prepositional_phrase,predicate
acl:relcl case obl cc mark conj advmod,prepositional_phrase,verb
xcomp obj case nmod conj obj case det obl cc cop conj case obl nmod:poss mark,prepositional_phrase,verb
ccomp case obl nsubj amod,prepositional_phrase,vs
cc nsubj conj case obl mark,prepositional_phrase,subject
ccomp cc nsubj compound det amod,noun_phrase,vs
conj case obl advmod cc conj obj nmod:poss cc conj nmod:poss case det obl amod advmod mark,prepositional_phrase,unknown
acl:relcl case det obl,prepositional_phrase,verb
xcomp cc case obl cc advmod conj advmod,prepositional_phrase,verb
xcomp,infinitive_clause,verb
xcomp case obj case det obl,prepositional_phrase,verb
ccomp case obl,prepositional_phrase,verb
xcomp obj amod mark nsubj compound advmod,subordinate_clause,vos
acl:relcl cc nsubj,unknown_chunk,vs
conj obj,unknown_chunk,unknown
cc advmod mark,subordinate_clause,unknown
advcl det nsubj,subordinate_clause,vs
case obl det compound,prepositional_phrase,unknown
root nsubj,main_clause,ps
cc conj case obl mark,prepositional_phrase,unknown
acl:relcl nsubj det compound,noun_phrase,vs
cc mark advmod conj nsubj case obl cc mark conj det nsubj flat case obl nmod:poss cc conj case obl nsubj case nmod case nmod mark,prepositional_phrase,subject
acl:relcl nsubj,unknown_chunk,vs
case obl nmod:poss case obl cc advmod conj case case det obl case obl amod cc advmod conj nsubj amod cc advmod nsubj case obl conj obj case obl,prepositional_phrase,so
root obj case nmod,prepositional_phrase,predicate
xcomp obj compound,noun_phrase,verb
cc case fixed nsubj mark,prepositional_phrase,subject
acl:relcl case obl case obl cc advmod advmod cc fixed conj case obl csubj obj nmod:poss det amod case obl compound,prepositional_phrase,verb
root det nsubj advmod parataxis det nsubj,adverbial_clause,ps
mark det nsubj,subordinate_clause,subject
ccomp case obl cc conj obj det compound conj det obj nmod:poss,prepositional_phrase,verb
cc,unknown_chunk,unknown
root csubj obj det compound cc mark fixed det nsubj,subordinate_clause,pos
advcl case obl,prepositional_phrase,verb
xcomp cc case obl nmod:poss conj csubj cc case conj nmod:poss,prepositional_phrase,verb
mark,subordinate_clause,unknown
root punct parataxis nummod nmod:unmarked punct cc conj nsubj,subordinate_clause,ps
case obl case obl nmod:poss advmod mark nsubj advmod,prepositional_phrase,subject
advcl case obl,prepositional_phrase,verb
mark nsubj det compound mark nsubj nmod:poss,subordinate_clause,subject
advcl det nsubj,subordinate_clause,vs
root case obl mark,prepositional_phrase,predicate
acl:relcl nsubj det amod,noun_phrase,vs
cc conj case obl cc advmod conj advmod cc case conj conj case nmod cc case conj nmod:poss cc conj nmod:poss cc conj,prepositional_phrase,unknown
xcomp case obl cc advmod nsubj,prepositional_phrase,vs
conj advmod nsubj det nsubj det amod cc nsubj conj case fixed obl case obj nmod:poss det amod cc conj cc case obl conj cc nsubj case nmod nmod:poss conj nsubj nmod:poss case det obl mark,prepositional_phrase,os
acl:relcl case obl case obl cc conj obj cc advmod case conj,prepositional_phrase,verb
mark,subordinate_clause,unknown
advcl nsubj,subordinate_clause,vs
cc conj flat flat flat case obl,prepositional_phrase,unknown
root nsubj flat flat flat aux,main_clause,ps
ccomp case obl nsubj,prepositional_phrase,vs
acl:relcl case obl,prepositional_phrase,verb
root mark mark aux,subordinate_clause,predicate
advcl case obl cop nsubj amod,prepositional_phrase,vs
cc det nsubj flat conj case obl obj cc advmod conj det det nsubj mark,prepositional_phrase,os
acl:relcl case obl nmod:poss det amod case obl nmod:poss cc case conj conj cc conj obj cc conj nmod:poss case nmod nmod:poss case obl compound nmod:poss advmod case obl nmod:poss det amod cc advmod case det obl det compound conj case obl mark advmod,prepositional_phrase,verb
ccomp nsubj compound,noun_phrase,vs
cc det conj case nmod case case nmod cc advmod conj obj case nmod case obl mark nsubj nmod:poss case nmod,prepositional_phrase,os
acl:relcl mark advmod,subordinate_clause,verb
ccomp cc advmod conj nsubj nmod:poss,adverbial_clause,vs
mark mark nsubj nsubj nmod:poss case det obl,prepositional_phrase,subject
ccomp advmod nsubj nmod:poss,adverbial_clause,vs
case det nmod:poss case nmod,prepositional_phrase,unknown
cc mark,subordinate_clause,unknown
advcl nsubj nmod:poss,subordinate_clause,vs
case case obl advmod advmod nsubj cc conj,prepositional_phrase,subject
root case obl advmod,prepositional_phrase,predicate
xcomp case obj nmod:poss cc conj case det obl mark,prepositional_phrase,verb
acl:relcl nsubj nmod:poss,unknown_chunk,vs
mark det cop case det obl mark,prepositional_phrase,verb
acl:relcl nsubj det compound det det,noun_phrase,vs
mark,subordinate_clause,unknown
acl:relcl obj amod,noun_phrase,verb
root nsubj,main_clause,ps
cc conj cc conj case obl compound,prepositional_phrase,unknown
cc,unknown_chunk,unknown
root mark,subordinate_clause,predicate
ccomp det nsubj,noun_phrase,vs
cc conj case obl nsubj mark,prepositional_phrase,subject
acl:relcl nsubj,unknown_chunk,vs
case obl det det cc advmod conj case obl advmod nsubj case nmod det compound mark amod advmod,prepositional_phrase,subject
acl:relcl nsubj,unknown_chunk,vs
case nmod cc conj nsubj case nmod advmod mark,prepositional_phrase,subject
acl:relcl case obl det det advmod,prepositional_phrase,verb
acl:relcl case det obl cc advmod case conj case nmod cc case conj nmod:poss mark,prepositional_phrase,verb
acl:relcl case obl csubj obj conj nsubj compound,prepositional_phrase,vos
cc advmod conj advmod cc advmod conj advmod cc conj conj cc case obl det nsubj mark case case,prepositional_phrase,subject
acl:relcl nsubj,unknown_chunk,vs
cc conj compound,noun_phrase,unknown
case obl det compound,prepositional_phrase,unknown
root cc case obl advmod mark nsubj,prepositional_phrase,ps
case obl aux conj nsubj nmod:poss,prepositional_phrase,vs
cc conj nmod:poss advmod cc aux conj obj compound case obl case nmod amod det nsubj,prepositional_phrase,vos
acl:relcl det nsubj,noun_phrase,vs
case fixed,prepositional_phrase,unknown
advcl case obl det compound mark det nsubj advmod,prepositional_phrase,vs
acl:relcl obj cc det nsubj,noun_phrase,vos
conj cc nsubj aux,unknown_chunk,sv
conj advmod conj case obl amod det compound case fixed,prepositional_phrase,unknown
advcl punct parataxis advmod advmod punct mark,subordinate_clause,verb
acl:relcl nsubj,unknown_chunk,vs
cc advmod,adverbial_clause,unknown
root case obl cc conj compound case obl,prepositional_phrase,predicate
acl:relcl nsubj,unknown_chunk,vs
advmod,adverbial_clause,unknown
root case obl advmod mark,prepositional_phrase,predicate
advcl advmod nsubj nsubj nmod:poss nsubj nmod:poss nsubj nmod:poss,subordinate_clause,vs
conj cop conj advmod conj,adverbial_clause,verb
xcomp obj case,prepositional_phrase,verb
advcl det case obl mark advmod,prepositional_phrase,verb
ccomp case obl punct appos advmod flat punct obj amod case obl nmod:poss cc nsubj,prepositional_phrase,vos
conj case case obl,prepositional_phrase,unknown
cc advmod,adverbial_clause,unknown
root case obl compound flat nsubj compound compound compound flat,prepositional_phrase,ps
conj case obl nmod:poss,prepositional_phrase,unknown
cc advmod nsubj compound nmod:poss,adverbial_clause,subject
root advmod obj mark aux,subordinate_clause,predicate
acl:relcl case obl case obl mark,prepositional_phrase,verb
acl:relcl case det obl mark,prepositional_phrase,verb
advcl case obl nmod:poss cc conj case case obj nmod:poss mark advmod,prepositional_phrase,verb
acl:relcl cc advmod conj obj cc conj case obl cc advmod conj nsubj advmod,prepositional_phrase,vos
ccomp case det obl case obl det compound,prepositional_phrase,verb
det,noun_phrase,unknown
root compound acl case det obl obj mark,prepositional_phrase,predicate
acl:relcl,unknown_chunk,verb
xcomp case obl case obl cc conj compound conj case nmod mark advmod,prepositional_phrase,verb
acl:relcl obj nmod:poss mark advmod,subordinate_clause,verb
advcl case obl,prepositional_phrase,verb
cc,unknown_chunk,unknown
root obj case nmod compound det compound,prepositional_phrase,predicate
xcomp,infinitive_clause,verb
xcomp case det case case obl nsubj,prepositional_phrase,vs
cc advmod advmod,adverbial_clause,unknown
root advmod cc mark advmod conj advmod obj case nmod cc det case conj case obl mark,prepositional_phrase,predicate
acl:relcl advmod cc conj conj case obl cc advmod aux conj case obl nmod:poss advmod case obl nmod:poss conj case obl case obl conj nsubj,prepositional_phrase,vs
case nmod case obl case obl,prepositional_phrase,unknown
advmod mark,subordinate_clause,unknown
advcl advmod,subordinate_clause,verb
root cc advmod conj advmod punct parataxis compound nmod:poss punct mark nsubj advmod,subordinate_clause,ps
advcl case obl,prepositional_phrase,verb
punct advmod nsubj cc conj mark advmod case det nmod cop,prepositional_phrase,sv
root,main_clause,predicate
xcomp case obl cc conj obj cc conj case det obl punct cc det nsubj,prepositional_phrase,vos
conj mark,subordinate_clause,unknown
acl:relcl det nsubj advmod,adverbial_clause,vs
cc mark cop conj cc conj,subordinate_clause,verb
xcomp advmod conj case obl case obl cc mark,prepositional_phrase,verb
advcl det nsubj,subordinate_clause,vs
case obl cc case conj nmod:poss case nmod amod conj case obl csubj case obl case det obl,prepositional_phrase,unknown
root det nsubj det obj,noun_phrase,pso
mark,subordinate_clause,unknown
acl:relcl case obl mark,prepositional_phrase,verb
advcl obj det compound case obl,prepositional_phrase,verb
nsubj,unknown_chunk,subject
root case obl compound,prepositional_phrase,predicate
det nsubj,noun_phrase,subject
root case obl nmod:poss det nsubj,prepositional_phrase,ps
mark,subordinate_clause,unknown
acl:relcl compound cc conj cc conj punct appos nummod nummod punct cc advmod advmod nsubj,adverbial_clause,vs
conj obj compound cc det nsubj conj compound mark,subordinate_clause,os
acl:relcl case obj cc conj obj,prepositional_phrase,verb
cc nsubj,unknown_chunk,subject
root advmod amod cc case obl advmod conj obj cc advmod conj nsubj compound,prepositional_phrase,pos
conj obj cc advmod conj obj case nmod,prepositional_phrase,unknown
cc,unknown_chunk,unknown
root,main_clause,predicate
xcomp case nummod obl mark,prepositional_phrase,verb
acl:relcl obj compound cc conj case obl flat punct appos flat flat punct nsubj flat,prepositional_phrase,vos
mark,subordinate_clause,unknown
acl:relcl nsubj nmod:poss nsubj compound,noun_phrase,vs
case obl nsubj cc case obl conj nsubj cc nsubj nmod:poss case nmod conj cc conj obj case obl nsubj flat flat,prepositional_phrase,os
nsubj nummod nsubj,unknown_chunk,subject
root case obl nmod:poss mark,prepositional_phrase,predicate
acl:relcl,unknown_chunk,verb
root nsubj,main_clause,ps
cc conj mark,subordinate_clause,unknown
acl:relcl case obl nmod:poss mark,prepositional_phrase,verb
advcl nsubj,subordinate_clause,vs
case obl nmod:poss mark,prepositional_phrase,unknown
acl:relcl cc conj case obl mark advmod advmod cc conj conj cc conj obj nmod:poss case obl,prepositional_phrase,verb
cc,unknown_chunk,unknown
root mark,subordinate_clause,predicate
acl:relcl case obl nmod:poss,prepositional_phrase,verb
xcomp case det obl mark,prepositional_phrase,verb
acl:relcl nsubj obj,unknown_chunk,vso
cc conj cc conj obj nmod:poss cc conj,unknown_chunk,unknown
xcomp obj case obl mark fixed,prepositional_phrase,verb
advcl case obl cc mark conj obj mark case,prepositional_phrase,verb
acl:relcl nmod:poss,unknown_chunk,verb
xcomp case obl obj cc conj case obl obj cc conj case obl case case obl cc aux conj case obl obj case obl,prepositional_phrase,verb
advcl nsubj,subordinate_clause,vs
mark,subordinate_clause,unknown
acl:relcl punct parataxis flat flat punct appos compound compound cc advmod conj obj case nmod mark,prepositional_phrase,verb
ccomp nmod:poss,complement_clause,verb
cc advmod nsubj compound mark,subordinate_clause,subject
advcl case obl,prepositional_phrase,verb
root case obl cc advmod conj case obl obj cc nsubj,prepositional_phrase,pos
conj det compound mark,subordinate_clause,unknown
acl:relcl csubj case obl det compound case det obl mark,prepositional_phrase,verb
acl:relcl punct parataxis flat nummod punct cc conj case det nmod,prepositional_phrase,verb
nsubj det compound,noun_phrase,subject
root mark nsubj,subordinate_clause,ps
advcl,subordinate_clause,verb
xcomp obj cc conj case obj case obl det compound cc advmod conj case obl compound det amod cc advmod case conj det compound det det cc det conj cc conj obj advmod cop,prepositional_phrase,verb
ccomp case obl det compound conj nsubj nmod:poss,prepositional_phrase,vs
mark,subordinate_clause,unknown
acl:relcl punct parataxis nummod nummod punct advmod cop case obl conj cc conj mark,prepositional_phrase,verb
acl:relcl nsubj nmod:poss punct,unknown_chunk,vs
cc det,noun_phrase,unknown
root det amod cc det conj appos det compound mark nsubj det compound,subordinate_clause,ps
acl:relcl case det obl advmod,prepositional_phrase,verb
advmod,adverbial_clause,unknown
advcl case obl nsubj amod,prepositional_phrase,vs
cc conj cc conj compound advmod,adverbial_clause,unknown
root case obl advmod cc case obl compound mark advmod case obl,prepositional_phrase,predicate
acl:relcl case fixed obl compound nmod:poss cc advmod mark conj case obl nsubj,prepositional_phrase,vs
cc conj case obl conj obj cc aux conj case obl mark advmod,prepositional_phrase,verb
ccomp case obl nmod:poss advmod,prepositional_phrase,verb
ccomp mark,subordinate_clause,verb
ccomp nsubj nmod:poss,complement_clause,vs
nsubj det compound cop,noun_phrase,sv
root mark nsubj compound amod,subordinate_clause,ps
case nmod det compound cc case fixed nsubj,prepositional_phrase,subject
advcl case obl compound compound conj case det obl compound cc det nsubj aux,prepositional_phrase,sv
conj det nsubj case obl cc mark,prepositional_phrase,subject
advcl advmod obj case nmod conj det nsubj,prepositional_phrase,vos
mark nsubj,subordinate_clause,subject
acl:relcl case det nmod cc conj nsubj advmod,prepositional_phrase,vs
ccomp,complement_clause,verb
xcomp case obl obj mark fixed,prepositional_phrase,verb
advcl case obl case obl nsubj acl,prepositional_phrase,sv
case obl case obl nmod:poss cc advmod mark conj obj case obl cc conj,prepositional_phrase,unknown
xcomp cc advmod conj cc conj,adverbial_clause,verb
case obl,prepositional_phrase,unknown
root nsubj amod advmod obj amod,adverbial_clause,pso
acl:relcl obj conj obj case obl nmod:poss cc case conj nmod:poss cc case det conj mark fixed cop,prepositional_phrase,verb
advcl case obl cc conj case obl nmod:poss conj case det obl,prepositional_phrase,verb
root case obl case obl flat flat flat mark advmod,prepositional_phrase,predicate
acl:relcl obj compound case nmod advmod cc cop conj case obl cc case conj case nmod compound amod case nmod det compound cc case conj cc det nsubj,prepositional_phrase,ovs
mark nsubj,subordinate_clause,subject
acl:relcl obj case obl compound nmod:poss conj mark,prepositional_phrase,verb
ccomp punct parataxis nummod nummod punct nsubj compound,noun_phrase,vs
mark case case,prepositional_phrase,unknown
acl:relcl case det obj amod,prepositional_phrase,verb
nsubj mark,subordinate_clause,subject
acl:relcl case obl nsubj,prepositional_phrase,vs
cc conj case obl nsubj amod case nmod mark,prepositional_phrase,subject
acl:relcl case obl nsubj det compound,prepositional_phrase,vs
cc conj det compound advmod,adverbial_clause,unknown
root case obl case obl nsubj,prepositional_phrase,ps
cc advmod conj,adverbial_clause,unknown
nsubj compound compound cc conj case nmod:poss case obl case det obl,prepositional_phrase,subject
root nsubj,main_clause,ps
xcomp obj case obl mark cop nsubj compound,prepositional_phrase,ovs
acl:relcl case obl nmod:poss case obl cc case conj nmod:poss cc case conj cc conj det compound advmod cop appos cc conj case obl compound compound punct advmod nsubj amod,prepositional_phrase,vs
mark advmod,subordinate_clause,unknown
acl:relcl case obl nmod:poss cc conj nsubj amod,prepositional_phrase,vs
case nmod cc case conj amod advmod punct aux conj case obl cc conj compound compound cc conj compound cc det conj mark,prepositional_phrase,verb
acl:relcl nsubj nmod:poss,unknown_chunk,vs
mark cop case mark,prepositional_phrase,verb
acl:relcl compound mark,subordinate_clause,verb
acl:relcl case obj case det obl nmod:poss cc case det conj cc case det case conj case det det nmod cc advmod conj det nsubj det amod obj,prepositional_phrase,vso
cc conj case det obj cc conj obj compound cc conj obj case obl det compound mark,prepositional_phrase,unknown
advcl nsubj det compound,subordinate_clause,vs
mark,subordinate_clause,unknown
acl:relcl obj case obl,prepositional_phrase,verb
acl:relcl,unknown_chunk,verb
xcomp case obl nmod:poss cc mark advmod conj obj case obl mark,prepositional_phrase,verb
acl:relcl nsubj compound,noun_phrase,vs
case obl cc conj obj case fixed obl nmod:poss case nmod nmod:poss mark nsubj cc case conj conj cc advmod case conj mark advmod,prepositional_phrase,os
acl:relcl,unknown_chunk,verb
xcomp obj case obl nmod:poss cc mark advmod conj obj compound case obl cc mark conj compound nmod:poss cc conj compound cc advmod conj obj cc conj compound cc conj compound mark fixed,prepositional_phrase,verb
advcl nsubj nmod:poss,subordinate_clause,vs
case nmod:poss case obl compound cc conj cc conj case obl mark nsubj,prepositional_phrase,subject
acl:relcl det compound cc case conj,prepositional_phrase,verb
xcomp case obl nmod:poss obj mark cop,prepositional_phrase,verb
advcl obj mark nsubj nsubj det compound,subordinate_clause,vos
case nmod advmod,prepositional_phrase,unknown
ccomp cc advmod conj mark fixed,subordinate_clause,verb
