chunk,phrase_type,word_order
cc obl det amod pobj det amod nmod X X X X,noun_phrase,unknown
mark amod det nmod punct nsubj advmod advmod obl,subordinate_clause,subject
acl:relcl punct nsubj,unknown_chunk,vs
root neg advmod obl det pobj punct,adverbial_clause,predicate
acl:relcl obl det nmod obj,noun_phrase,verb
acl:relcl,unknown_chunk,verb
cc,unknown_chunk,unknown
root mark det nsubj nmod:poss,subordinate_clause,ps
advcl case det obl nmod punct advmod conj det nsubj nmod:poss obj,prepositional_phrase,vso
cc nmod:poss obj case obl punct cc conj cc det amod conj,prepositional_phrase,unknown
root mark det det nsubj,subordinate_clause,ps
case nmod det conj cc det conj conj cc amod nsubj,prepositional_phrase,subject
advcl obj advmod det obl case det nmod nsubj obj advmod,prepositional_phrase,vso
acl:relcl X X X X,unknown_chunk,verb
cc advmod,adverbial_clause,unknown
root nsubj obj advmod obj,adverbial_clause,pso
cc conj obj amod cc conj amod obj,noun_phrase,unknown
acl:relcl obj obl det pobj cc det pobj cc det pobj cc det pobj cc det pobj cc advmod det pobj mark conj nsubj obj obl,subordinate_clause,vso
case det amod pobj mark nsubj obj advmod conj X X X X X,prepositional_phrase,so
det,noun_phrase,unknown
root punct nsubj advmod obj,adverbial_clause,pso
acl:relcl punct nsubj,unknown_chunk,vs
acl:relcl case det det obl compound:prt punct mark mark nsubj obl obj,prepositional_phrase,vso
advcl,subordinate_clause,verb
mark amod det obl ref case obl acl ref acl nsubj,prepositional_phrase,vs
case obl,prepositional_phrase,unknown
root nsubj obj neg,main_clause,pso
case,prepositional_phrase,unknown
xcomp X X X,infinitive_clause,verb
cc advmod case obl,prepositional_phrase,unknown
root punct nsubj amod obj,noun_phrase,pso
conj punct cc nsubj,unknown_chunk,subject
advcl obj,subordinate_clause,verb
xcomp punct punct advmod parataxis punct mark obl nsubj,subordinate_clause,vs
advcl punct nsubj advmod amod obj,subordinate_clause,vso
acl:relcl X,unknown_chunk,verb
voc amod voc,noun_phrase,unknown
acl:relcl advmod amod cop case obl,prepositional_phrase,verb
root det obj case det amod obl advmod,prepositional_phrase,predicate
advcl nsubj obj,subordinate_clause,vso
xcomp obl amod pobj cc obl advmod amod pobj,adverbial_clause,verb
acl:relcl obj advmod acl cc obj advmod conj,adverbial_clause,verb
advcl,subordinate_clause,verb
ccomp nsubj advmod,adverbial_clause,vs
xcomp cc,infinitive_clause,verb
advcl,subordinate_clause,verb
ccomp nsubj,complement_clause,vs
xcomp X X X X X X X,infinitive_clause,verb
root advmod acomp punct mark nsubj advmod obj advmod,subordinate_clause,pso
xcomp csubj punct advmod,adverbial_clause,verb
advcl det nsubj det obj obl obl neg,subordinate_clause,vso
xcomp punct advmod expl det,adverbial_clause,verb
advcl punct mark nsubj,subordinate_clause,vs
ccomp X,complement_clause,verb
cc nsubj mark nsubj,subordinate_clause,subject
acl:relcl mark,subordinate_clause,verb
root neg advmod attr advmod cc advmod advmod,adverbial_clause,predicate
root nsubj advmod advmod,adverbial_clause,ps
case det obl,prepositional_phrase,unknown
xcomp cc advmod,adverbial_clause,verb
xcomp X X X X,infinitive_clause,verb
mark obj neg det obj cc det conj advmod,subordinate_clause,unknown
advcl ref nsubj obj acomp,subordinate_clause,vso
relcl,unknown_chunk,unknown
root advmod parataxis nsubj advmod,adverbial_clause,ps
mark obj,subordinate_clause,unknown
ccomp case det obl ref advmod acl X X X X X,prepositional_phrase,verb
advmod,adverbial_clause,unknown
root nsubj obl,main_clause,ps
case,prepositional_phrase,unknown
nsubj advmod case advmod amod obj,prepositional_phrase,so
root punct mark nsubj attr nmod,subordinate_clause,ps
advcl punct,subordinate_clause,verb
advcl conj advmod advmod advmod case obl case obl punct advmod mark nsubj,prepositional_phrase,vs
advcl,subordinate_clause,verb
advmod,adverbial_clause,unknown
root nsubj advmod advmod advmod,adverbial_clause,ps
case,prepositional_phrase,unknown
xcomp punct mark nsubj advmod advmod advmod advmod,subordinate_clause,vs
ccomp,complement_clause,verb
det advmod amod ref det amod nmod cc det amod conj obl det nummod poss pobj obl amod pobj obj,adverbial_clause,unknown
root nsubj advmod compound:prt,adverbial_clause,ps
xcomp X,infinitive_clause,verb
mark,subordinate_clause,unknown
advcl nsubj amod obj punct advmod,subordinate_clause,vso
advcl case advmod det pobj cc det conj cc det det pobj punct mark det nsubj advmod,prepositional_phrase,vos
ccomp punct mark,subordinate_clause,verb
advcl nsubj advmod,subordinate_clause,vs
case advmod obl cc advmod advmod conj punct advmod mark nsubj appos advmod,prepositional_phrase,subject
root,main_clause,predicate
advmod,adverbial_clause,unknown
root mark nsubj,subordinate_clause,ps
advcl punct nsubj parataxis,subordinate_clause,vs
amod det nsubj cc det conj cc det conj punct ref amod obj advmod,adverbial_clause,so
root obl pobj cc conj pobj punct obl det obl punct ref obl pobj,noun_phrase,predicate
acl:relcl punct mark advmod obl,subordinate_clause,verb
advcl det nsubj,subordinate_clause,vs
case det obl punct mark advmod det det nsubj advmod obl,prepositional_phrase,subject
advcl punct mark nsubj det amod obj,subordinate_clause,vso
xcomp,infinitive_clause,verb
advcl punct obl det det obl punct ref det nsubj,subordinate_clause,vs
acl:relcl X,unknown_chunk,verb
advmod advmod,adverbial_clause,unknown
root iobj det attr nmod det nmod case det amod nmod punct discourse advmod nsubj,prepositional_phrase,pos
root punct mark obj amod nsubj advmod,subordinate_clause,pos
ccomp punct ref advmod acl obj aux,adverbial_clause,verb
acl:relcl X,unknown_chunk,verb
nsubj,unknown_chunk,subject
root punct mark nsubj,subordinate_clause,ps
advcl punct det attr case nmod:poss obl,prepositional_phrase,verb
advmod,adverbial_clause,unknown
root nsubj punct nsubj advmod amod obj advmod,adverbial_clause,pso
case acl advmod case,prepositional_phrase,verb
xcomp punct cc obj det amod compound nsubj advmod,adverbial_clause,vos
conj punct nsubj conj case det amod obl neg,prepositional_phrase,subject
cc nsubj,unknown_chunk,subject
root advmod obj punct nsubj advmod amod obj,adverbial_clause,pso
acl:relcl obl det advmod amod obl obl det obl,adverbial_clause,verb
nsubj,unknown_chunk,subject
root advmod obj punct mark nsubj,subordinate_clause,pos
advcl advmod advmod cc conj neg,subordinate_clause,verb
mark nsubj advmod,subordinate_clause,subject
advcl punct,subordinate_clause,verb
advcl case amod obl punct aux advmod det nsubj det nmod:poss nmod:poss obj,prepositional_phrase,vso
case det nmod,prepositional_phrase,unknown
advcl punct advmod,subordinate_clause,verb
advcl nsubj amod nmod nmod:poss obj,subordinate_clause,vso
case det amod nmod punct mark advmod det nsubj det amod appos cc nsubj cop acomp,prepositional_phrase,sv
conj punct advmod det amod appos nsubj advmod,adverbial_clause,subject
root,main_clause,predicate
nsubj aux obj obl pobj parataxis acomp punct,unknown_chunk,svo
mark advmod det nsubj,subordinate_clause,subject
advcl,subordinate_clause,verb
root,main_clause,predicate
mark nsubj,subordinate_clause,subject
advcl advmod advmod acomp punct advmod nsubj advmod,subordinate_clause,vs
root,main_clause,predicate
cc obl punct,unknown_chunk,unknown
acl:relcl case det nmod advmod,prepositional_phrase,verb
xcomp aux punct,infinitive_clause,verb
acl:relcl acl advmod advmod advmod case det obl punct obj nsubj,prepositional_phrase,vos
case det amod obl,prepositional_phrase,unknown
root,main_clause,predicate
cc mark advmod det nsubj acomp cc conj,subordinate_clause,subject
advcl punct advmod nsubj advmod,subordinate_clause,vs
ccomp punct advmod mark advmod det nsubj,subordinate_clause,vs
cc conj case det nmod,prepositional_phrase,unknown
root punct nsubj,main_clause,ps
case det obl,prepositional_phrase,unknown
acl:relcl,unknown_chunk,verb
mark advmod,subordinate_clause,unknown
advcl det amod nsubj,subordinate_clause,vs
case amod obl cc conj compound obl det obl cc conj,prepositional_phrase,unknown
xcomp cc conj obl det obl advmod acomp,adverbial_clause,verb
root X,main_clause,predicate
cc advmod advmod,adverbial_clause,unknown
root nsubj acomp nsubj det amod obj,noun_phrase,pso
acl:relcl advmod nsubj parataxis obj amod X X X,adverbial_clause,vso
voc appos punct amod voc punct case det amod obl,prepositional_phrase,unknown
root nsubj det obj,noun_phrase,pso
case amod obl,prepositional_phrase,unknown
det,noun_phrase,unknown
root punct mark nsubj obl,subordinate_clause,ps
case,prepositional_phrase,unknown
xcomp,infinitive_clause,verb
acl:relcl,unknown_chunk,verb
nsubj,unknown_chunk,subject
root advmod det advmod amod attr punct nsubj iobj det amod obj advmod advmod,adverbial_clause,pso
xcomp,infinitive_clause,verb
acl:relcl,unknown_chunk,verb
mark obj,subordinate_clause,unknown
root nsubj advmod amod obj punct amod amod vocative punct amod vocative punct,adverbial_clause,pso
mark nsubj obj obl det amod pobj advmod advmod,subordinate_clause,so
xcomp,infinitive_clause,verb
advcl,subordinate_clause,verb
dep dep dep punct dep dep punct dep dep punct dep dep punct dep dep dep dep dep punct dep,unknown_chunk,unknown
root dep punct dep dep dep dep dep punct dep dep dep dep dep punct dep dep dep dep dep dep punct dep punct dep punct dep dep dep dep punct dep dep dep dep dep punct dep dep dep dep dep punct dep dep dep dep dep punct dep dep dep dep dep punct dep dep dep dep punct dep dep dep dep dep punct dep dep dep dep punct dep dep dep dep dep dep dep punct dep dep dep punct dep punct dep dep dep dep dep dep dep dep dep dep dep dep dep dep dep dep punct dep dep dep dep dep dep,main_clause,predicate
det amod nsubj punct,noun_phrase,subject
advcl nsubj punct voc punct det obj obl pobj,subordinate_clause,vso
cc conj,unknown_chunk,unknown
advcl punct mark,subordinate_clause,verb
root attr punct,main_clause,predicate
relcl det nsubj det conj cc det conj punct det conj cc det conj advmod obl pobj advmod,adverbial_clause,so
xcomp aux,infinitive_clause,verb
det amod obj cc conj,noun_phrase,unknown
root nsubj punct voc punct det iobj obl pobj,noun_phrase,pso
xcomp obl det pobj cc conj det pobj,noun_phrase,verb
mark nsubj advmod amod,subordinate_clause,subject
root punct obj nsubj punct vocative punct det iobj,noun_phrase,pso
case obl aux parataxis punct advmod advmod parataxis det nsubj advmod,prepositional_phrase,vs
xcomp punct advmod parataxis obj advmod advmod advmod advmod,adverbial_clause,verb
xcomp punct obj nsubj det iobj,noun_phrase,vso
case det obl,prepositional_phrase,unknown
xcomp parataxis,infinitive_clause,verb
cc advmod obl,adverbial_clause,unknown
root det amod nsubj obj,noun_phrase,pso
xcomp case amod obl punct cc det nsubj,prepositional_phrase,vs
conj advmod amod attr punct mark case obl aux advmod,prepositional_phrase,verb
xcomp,infinitive_clause,verb
ccomp cc nsubj obj advmod,adverbial_clause,vso
xcomp conj punct cc obj,infinitive_clause,verb
xcomp conj case advmod conj punct cc obj advmod conj,prepositional_phrase,verb
mark nsubj advmod iobj det amod nmod obj cc det amod obj,subordinate_clause,so
ccomp punct nsubj,complement_clause,vs
root obj det amod nsubj,noun_phrase,pos
root,main_clause,predicate
advmod obj nsubj case advmod amod obl aux,prepositional_phrase,osv
root punct advmod conj nsubj advmod punct,adverbial_clause,ps
mark nsubj advmod,subordinate_clause,subject
xcomp,infinitive_clause,verb
ccomp punct cc mark nsubj obj,subordinate_clause,vso
ccomp cc obj conj punct obj cc conj punct advmod conj cc advmod obj conj,adverbial_clause,verb
nsubj aux,unknown_chunk,sv
case obl cc case conj case obl,prepositional_phrase,unknown
root,main_clause,predicate
amod,noun_phrase,unknown
xcomp aux det nsubj appos,noun_phrase,vs
root,main_clause,predicate
mark nsubj,subordinate_clause,subject
advcl case obl case obl case advmod obl cc case det amod obl punct advmod nsubj iobj det amod obj,prepositional_phrase,vso
root case det amod obl punct mark nsubj advmod,prepositional_phrase,ps
advcl,subordinate_clause,verb
cc advmod obl,adverbial_clause,unknown
root det nsubj,noun_phrase,ps
case det obl punct punct,prepositional_phrase,unknown
ccomp case obl obl cc case obl conj obl amod nmod punct punct punct,prepositional_phrase,verb
ccomp nmod case det obl cc amod conj case det obl det obl punct nsubj amod obj,prepositional_phrase,vso
acl:relcl case obl punct advmod det compound nsubj advmod,prepositional_phrase,vs
case obl conj punct advmod,prepositional_phrase,unknown
advcl mark nsubj,subordinate_clause,vs
ccomp amod obj punct punct,noun_phrase,verb
ccomp obl punct punct mark conj punct punct det,subordinate_clause,verb
ccomp cop case obl punct punct cc advmod conj nsubj det obl,prepositional_phrase,vs
case det obl cc,prepositional_phrase,unknown
cc advmod advmod aux nsubj,adverbial_clause,vs
root punct mark advmod advmod det amod nsubj det amod obj,subordinate_clause,pso
advcl,subordinate_clause,verb
mark advmod nsubj obl case advmod advmod advmod obl,prepositional_phrase,subject
advcl punct advmod,subordinate_clause,verb
root nsubj advmod obl det,adverbial_clause,ps
case punct punct det nsubj,prepositional_phrase,subject
ccomp obl case punct punct cc conj det amod obj appos punct mark nsubj acomp,prepositional_phrase,vos
ccomp obl det amod case punct cc conj iobj det obj punct mark nsubj det obj compound:prt acl det obj punct nsubj det obj,prepositional_phrase,vso
acl:relcl punct cc nsubj det obj,noun_phrase,vso
acl:relcl punct mark nsubj iobj det obj advmod acl,subordinate_clause,sov
nsubj aux advmod,adverbial_clause,sv
root punct parataxis obj punct ref det obj det nmod,noun_phrase,predicate
acl:relcl punct ref aux advmod det amod obj,adverbial_clause,verb
acl:relcl,unknown_chunk,verb
mark,subordinate_clause,unknown
root advmod case obl acomp punct,prepositional_phrase,predicate
advcl det obj det obj,subordinate_clause,verb
advcl punct,subordinate_clause,verb
advcl nsubj iobj det obj compound:prt,subordinate_clause,vso
ccomp punct,complement_clause,verb
advcl obj nsubj advmod,subordinate_clause,vos
ccomp aux punct mark nsubj,subordinate_clause,vs
case amod obl cc case amod obl mark obj,prepositional_phrase,unknown
xcomp,infinitive_clause,verb
advcl,subordinate_clause,verb
mark nsubj,subordinate_clause,subject
advcl neg case nmod:gen obl punct mark advmod det nsubj,prepositional_phrase,vs
advcl case det det obl punct advmod,prepositional_phrase,verb
root nsubj advmod advmod det obl neg,adverbial_clause,ps
xcomp,infinitive_clause,verb
nsubj,unknown_chunk,subject
root det amod obj cc conj punct advmod case det obl cc conj case det det obl,prepositional_phrase,predicate
det,noun_phrase,unknown
advcl det obj iobj det case obl punct advmod compound,prepositional_phrase,verb
advcl nsubj advmod advmod det amod obj punct,subordinate_clause,vso
mark nsubj case det obl advmod,prepositional_phrase,subject
advcl punct advmod case det obl punct advmod obj nsubj det obj advmod,prepositional_phrase,vso
advcl case det obl punct cc advmod compound,prepositional_phrase,verb
advcl nsubj obj advmod,subordinate_clause,vso
xcomp cc conj case det det obl cc case det det obl cc case det det obl punct mark nsubj advmod advmod advmod,prepositional_phrase,vs
case det amod obj,prepositional_phrase,unknown
advcl punct mark nsubj,subordinate_clause,vs
advcl punct mark advmod case det amod obl cc obl obl,prepositional_phrase,verb
root,main_clause,predicate
det nsubj cc det nsubj,noun_phrase,subject
root iobj amod obj advmod,adverbial_clause,predicate
xcomp punct mark nsubj advmod advmod det obj aux,subordinate_clause,sov
ccomp,complement_clause,verb
cc nsubj obj advmod conj cc det obj det nmod,adverbial_clause,so
advcl punct mark,subordinate_clause,verb
root nsubj obj obl,main_clause,pso
case,prepositional_phrase,unknown
nsubj,unknown_chunk,subject
root nummod obj,main_clause,predicate
xcomp,infinitive_clause,verb
nsubj,unknown_chunk,subject
root det obj punct nsubj,noun_phrase,pos
ccomp det amod obj punct mark obj cc det amod obj obl pobj,subordinate_clause,verb
advcl,subordinate_clause,verb
advmod,adverbial_clause,unknown
root det nsubj,noun_phrase,ps
case obl punct mark,prepositional_phrase,unknown
ccomp nsubj punct rel det amod nmod obj acl,noun_phrase,sov
det amod nsubj mark,subordinate_clause,subject
root det attr amod punct nsubj parataxis punct nsubj advmod attr parataxis,adverbial_clause,ps
det,noun_phrase,unknown
root amod obj advmod obj punct mark nsubj advmod advmod advmod,subordinate_clause,pos
advcl,subordinate_clause,verb
det nsubj,noun_phrase,subject
root det obj punct mark,subordinate_clause,predicate
advcl case det obl nsubj,prepositional_phrase,vs
mark nsubj,subordinate_clause,subject
advcl aux:pass cc case det obl case nmod conj aux:pass case det obl punct nsubj,prepositional_phrase,vs
case obl,prepositional_phrase,unknown
acl:relcl punct advmod,adverbial_clause,verb
root nsubj amod obj,noun_phrase,pso
cc conj,unknown_chunk,unknown
det obj,noun_phrase,unknown
advcl nsubj,subordinate_clause,vs
case obl case obl cc case obl cc case amod nmod obl cc case obl punct mark case case aux,prepositional_phrase,verb
xcomp,infinitive_clause,verb
root X,main_clause,predicate
det nsubj,noun_phrase,subject
root obl det pobj neg obj punct cc conj det obj neg,noun_phrase,predicate
xcomp,infinitive_clause,verb
advmod case obl nsubj det obj cc det conj amod,prepositional_phrase,so
root,main_clause,predicate
case det amod obl,prepositional_phrase,unknown
root det nsubj advmod,adverbial_clause,ps
xcomp case obl punct mark nsubj,prepositional_phrase,vs
case obl,prepositional_phrase,unknown
xcomp,infinitive_clause,verb
advcl cc case det conj,prepositional_phrase,verb
case det amod obl mark det nsubj case det obl aux,prepositional_phrase,sv
advcl case obl cc conj obj,prepositional_phrase,verb
xcomp cc nsubj,infinitive_clause,vs
conj det obj,noun_phrase,unknown
xcomp case obl case obl mark,prepositional_phrase,verb
root det nsubj advmod,adverbial_clause,ps
conj case obl det cc conj advmod det obj mark nsubj,prepositional_phrase,os
advcl advmod,subordinate_clause,verb
ccomp X X X,complement_clause,verb
cc nsubj,unknown_chunk,subject
root advmod cc conj prep det pobj cc conj advmod,prepositional_phrase,predicate
cc nsubj,unknown_chunk,subject
root mark iobj obj,subordinate_clause,predicate
ccomp cc mark nsubj attr,subordinate_clause,vs
cc case conj,prepositional_phrase,unknown
ccomp,complement_clause,verb
nsubj,unknown_chunk,subject
root punct vocative punct,main_clause,predicate
ccomp iobj case obl punct,prepositional_phrase,verb
ccomp nsubj advmod discourse punct,adverbial_clause,vs
conj det nsubj punct conj mark nsubj,subordinate_clause,subject
ccomp punct cc nsubj,complement_clause,vs
conj obj nsubj,unknown_chunk,os
ccomp cc conj case obl advmod nsubj,prepositional_phrase,vs
advcl cc conj punct obj punct nsubj,subordinate_clause,vos
ccomp advmod case obl amod obl mark nsubj,prepositional_phrase,vs
advcl case obl case obl,prepositional_phrase,verb
xcomp,infinitive_clause,verb
cc nsubj,unknown_chunk,subject
root iobj nsubj,main_clause,pos
ccomp,complement_clause,verb
nsubj,unknown_chunk,subject
xcomp iobj aux punct,infinitive_clause,verb
root nsubj punct obl pobj nsubj advmod advmod acl aux,adverbial_clause,pos
cc obj,unknown_chunk,unknown
ccomp nsubj obj,complement_clause,vso
mark,subordinate_clause,unknown
xcomp obl obj mark,subordinate_clause,verb
xcomp mark,subordinate_clause,verb
ccomp nsubj advmod,adverbial_clause,vs
xcomp punct,infinitive_clause,verb
root nsubj,main_clause,ps
case nmod:poss obl punct,prepositional_phrase,unknown
root nsubj punct,main_clause,ps
mark,subordinate_clause,unknown
ccomp nsubj advmod,adverbial_clause,vs
case obl,prepositional_phrase,unknown
advmod,adverbial_clause,unknown
root nsubj,main_clause,ps
case det nmod:poss obl,prepositional_phrase,unknown
ccomp nsubj,complement_clause,vs
case nmod:poss obj,prepositional_phrase,unknown
ccomp cc case nmod:poss obj conj punct cc nsubj,prepositional_phrase,vos
conj obj case obl,prepositional_phrase,unknown
cc advmod det nsubj,adverbial_clause,subject
root cc det nsubj ref,noun_phrase,ps
case det obl conj mark nsubj advmod,prepositional_phrase,subject
ccomp punct advmod conj nsubj,adverbial_clause,vs
case advmod obl cc conj obj case obl advmod,prepositional_phrase,unknown
cc mark nsubj,subordinate_clause,subject
root mark nsubj advmod,subordinate_clause,ps
ccomp advmod punct advmod conj nsubj det obj punct,adverbial_clause,vso
cc det nsubj conj punct vocative punct,noun_phrase,subject
ccomp nsubj obj advmod obl det amod amod pobj punct,adverbial_clause,vso
conj det nsubj punct,noun_phrase,subject
ccomp mark nsubj obl advmod pobj advmod,subordinate_clause,vso
mark,subordinate_clause,unknown
ccomp,complement_clause,verb
advmod advmod punct,adverbial_clause,unknown
root nsubj punct,main_clause,ps
ccomp nsubj advmod advmod neg advmod,adverbial_clause,vs
xcomp punct mark conj nsubj neg det amod attr,subordinate_clause,vs
nsubj cc det conj,noun_phrase,subject
root advmod cc conj advmod case obl cc det amod amod obl punct case nummod obl nsubj,prepositional_phrase,ps
case det obl advmod,prepositional_phrase,unknown
acl:relcl xcom,unknown_chunk,verb
cc nsubj,unknown_chunk,subject
root obl det pobj obl pobj punct cc advmod nsubj obl det pobj,adverbial_clause,pso
conj punct advmod conj nsubj det amod obj cc conj advmod det amod obj obl mark nsubj,subordinate_clause,os
ccomp obl det pobj,noun_phrase,verb
advmod,adverbial_clause,unknown
root nsubj det obj,noun_phrase,pso
case obl,prepositional_phrase,unknown
cc det nsubj,noun_phrase,subject
root det obj iobj mark advmod mark nsubj advmod,subordinate_clause,pos
advcl,subordinate_clause,verb
cc mark nsubj,subordinate_clause,subject
root obl det obl punct advmod conj det nsubj,adverbial_clause,ps
cc nsubj,unknown_chunk,subject
root case obl punct cc nsubj,prepositional_phrase,ps
conj advmod cc conj advmod,adverbial_clause,unknown
cc advmod nsubj advmod aux,adverbial_clause,sv
advcl aux:pass nsubj attr aux,subordinate_clause,sv
