index,text_id,sentence_text,Linear_Dependency_Distance,Intervener_Complexity,Subtree_Size,Sentence Length,tokens,pos_seq,dep_seq,category,suprisal value
0,0,"Sælic sint die armen: wan daȥ himelrīch ist ir,’ etc",2.75,1.4166666666666667,2.4166666666666665,13,"[{""txt"": ""Sælic"", ""lem"": ""sælic"", ""pos"": ""PROPN"", ""tag"": ""NE"", ""dep"": ""pred"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""sint"", ""lem"": ""sint"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""root"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""die"", ""lem"": ""die"", ""pos"": ""X"", ""tag"": ""DDART"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""armen"", ""lem"": ""armen"", ""pos"": ""ADJ"", ""tag"": ""ADJA"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 5}, {""txt"": "":"", ""lem"": "":"", ""pos"": ""ADJ"", ""tag"": ""ADJA"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""wan"", ""lem"": ""wan"", ""pos"": ""X"", ""tag"": ""KO*"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""daȥ"", ""lem"": ""daȥ"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""mark"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""himelrīch"", ""lem"": ""himelrīch"", ""pos"": ""VERB"", ""tag"": ""VVPP"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 9}, {""txt"": ""ist"", ""lem"": ""ist"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""advcl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""ir"", ""lem"": ""ir"", ""pos"": ""PRON"", ""tag"": ""PPER"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 2}, {""txt"": "","", ""lem"": "","", ""pos"": ""VERB"", ""tag"": ""VVPP"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""’"", ""lem"": ""’"", ""pos"": ""X"", ""tag"": ""FM"", ""dep"": ""parataxis"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""etc"", ""lem"": ""etc"", ""pos"": ""X"", ""tag"": ""FM"", ""dep"": ""X"", ""morph"": ""X"", ""lng"": 3}]",PROPN AUX X ADJ ADJ X X VERB AUX PRON VERB X X,pred root det nsubj punct advmod mark nsubj advcl obl punct parataxis X,VSO,2.1226192866639555
2,2,"Mit disen aht tugenden sint alle die ze himelrīche komen, die dā sint, und mit den selben aht tugenden müeȥent noch alle die dar komen, die iemer mēr dar komen süln",3.0588235294117645,2.8823529411764706,3.8823529411764706,34,"[{""txt"": ""Mit"", ""lem"": ""mit"", ""pos"": ""PROPN"", ""tag"": ""NE"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""disen"", ""lem"": ""disen"", ""pos"": ""X"", ""tag"": ""DDA"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""aht"", ""lem"": ""aht"", ""pos"": ""X"", ""tag"": ""CARDA"", ""dep"": ""amod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""tugenden"", ""lem"": ""tugenden"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""pobj"", ""morph"": ""X"", ""lng"": 8}, {""txt"": ""sint"", ""lem"": ""sint"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""root"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""alle"", ""lem"": ""alle"", ""pos"": ""X"", ""tag"": ""DIS"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""die"", ""lem"": ""die"", ""pos"": ""X"", ""tag"": ""DRELS"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""ze"", ""lem"": ""ze"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""case"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""himelrīche"", ""lem"": ""himelrīche"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 10}, {""txt"": ""komen"", ""lem"": ""komen"", ""pos"": ""VERB"", ""tag"": ""VVINF"", ""dep"": ""acl"", ""morph"": ""X"", ""lng"": 5}, {""txt"": "","", ""lem"": "","", ""pos"": ""VERB"", ""tag"": ""VVPP"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""die"", ""lem"": ""die"", ""pos"": ""X"", ""tag"": ""DRELS"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""dā"", ""lem"": ""dā"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""sint"", ""lem"": ""sint"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""acl"", ""morph"": ""X"", ""lng"": 4}, {""txt"": "","", ""lem"": "","", ""pos"": ""VERB"", ""tag"": ""VVPP"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""und"", ""lem"": ""und"", ""pos"": ""CCONJ"", ""tag"": ""KON"", ""dep"": ""cc"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""mit"", ""lem"": ""mit"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""den"", ""lem"": ""den"", ""pos"": ""X"", ""tag"": ""DDART"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""selben"", ""lem"": ""selben"", ""pos"": ""X"", ""tag"": ""DDA"", ""dep"": ""amod"", ""morph"": ""X"", ""lng"": 6}, {""txt"": ""aht"", ""lem"": ""aht"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""amod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""tugenden"", ""lem"": ""tugenden"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""pobj"", ""morph"": ""X"", ""lng"": 8}, {""txt"": ""müeȥent"", ""lem"": ""müeȥent"", ""pos"": ""VERB"", ""tag"": ""VVFIN"", ""dep"": ""conj"", ""morph"": ""X"", ""lng"": 7}, {""txt"": ""noch"", ""lem"": ""noch"", ""pos"": ""CCONJ"", ""tag"": ""KON"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""alle"", ""lem"": ""alle"", ""pos"": ""X"", ""tag"": ""DIS"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""die"", ""lem"": ""die"", ""pos"": ""X"", ""tag"": ""DRELS"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""dar"", ""lem"": ""dar"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""komen"", ""lem"": ""komen"", ""pos"": ""VERB"", ""tag"": ""VVINF"", ""dep"": ""acl"", ""morph"": ""X"", ""lng"": 5}, {""txt"": "","", ""lem"": "","", ""pos"": ""VERB"", ""tag"": ""VVFIN"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""die"", ""lem"": ""die"", ""pos"": ""X"", ""tag"": ""DRELS"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""iemer"", ""lem"": ""iemer"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""mēr"", ""lem"": ""mēr"", ""pos"": ""VERB"", ""tag"": ""VVFIN"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""dar"", ""lem"": ""dar"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""komen"", ""lem"": ""komen"", ""pos"": ""VERB"", ""tag"": ""VVINF"", ""dep"": ""acl"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""süln"", ""lem"": ""süln"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""aux"", ""morph"": ""X"", ""lng"": 4}]",PROPN X X X AUX X X ADP X VERB VERB X X AUX VERB CCONJ ADP X X X X VERB CCONJ X X X VERB VERB X X VERB X VERB X,obl det amod pobj root nsubj nsubj case obl acl punct nsubj advmod acl punct cc obl det amod amod pobj conj advmod nsubj nsubj advmod acl punct nsubj advmod advmod advmod acl aux,OVS,3.7548875021634687
3,3,"Nū wil ich die siben under wegen lān und wil niuwen von ir einer sagen, wan alse vil guoter dinge an ir ieglīcher ist; und von ir ieglīcher wære gar vil und gar lanc sunderlīchen ze sagenne; und wie manigiu untugent uns an disen ahte tugenden irret, daȥ würde eht von ieglīcher gar lanc ze sagenne",3.9166666666666665,2.6166666666666667,3.6166666666666667,60,"[{""txt"": ""Nū"", ""lem"": ""nū"", ""pos"": ""PROPN"", ""tag"": ""NE"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""wil"", ""lem"": ""wil"", ""pos"": ""AUX"", ""tag"": ""VMFIN"", ""dep"": ""root"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""ich"", ""lem"": ""ich"", ""pos"": ""PRON"", ""tag"": ""PPER"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""die"", ""lem"": ""die"", ""pos"": ""X"", ""tag"": ""DDART"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""siben"", ""lem"": ""siben"", ""pos"": ""X"", ""tag"": ""CARDS"", ""dep"": ""obj"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""under"", ""lem"": ""under"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""nmod"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""wegen"", ""lem"": ""wegen"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""case"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""lān"", ""lem"": ""lān"", ""pos"": ""X"", ""tag"": ""DDS"", ""dep"": ""nmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""und"", ""lem"": ""und"", ""pos"": ""CCONJ"", ""tag"": ""KON"", ""dep"": ""cc"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""wil"", ""lem"": ""wil"", ""pos"": ""AUX"", ""tag"": ""VMFIN"", ""dep"": ""conj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""niuwen"", ""lem"": ""niuwen"", ""pos"": ""VERB"", ""tag"": ""VVINF"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 6}, {""txt"": ""von"", ""lem"": ""von"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""ir"", ""lem"": ""ir"", ""pos"": ""PRON"", ""tag"": ""PPER"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""einer"", ""lem"": ""einer"", ""pos"": ""X"", ""tag"": ""CARDS"", ""dep"": ""pobj"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""sagen"", ""lem"": ""sagen"", ""pos"": ""VERB"", ""tag"": ""VVINF"", ""dep"": ""xcomp"", ""morph"": ""X"", ""lng"": 5}, {""txt"": "","", ""lem"": "","", ""pos"": ""VERB"", ""tag"": ""VVPP"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""wan"", ""lem"": ""wan"", ""pos"": ""X"", ""tag"": ""KO*"", ""dep"": ""mark"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""alse"", ""lem"": ""alse"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""vil"", ""lem"": ""vil"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""guoter"", ""lem"": ""guoter"", ""pos"": ""ADJ"", ""tag"": ""ADJA"", ""dep"": ""amod"", ""morph"": ""X"", ""lng"": 6}, {""txt"": ""dinge"", ""lem"": ""dinge"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""an"", ""lem"": ""an"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""case"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""ir"", ""lem"": ""ir"", ""pos"": ""PRON"", ""tag"": ""PPER"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""ieglīcher"", ""lem"": ""ieglīcher"", ""pos"": ""ADJ"", ""tag"": ""ADJD"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 9}, {""txt"": ""ist"", ""lem"": ""ist"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""advcl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": "";"", ""lem"": "";"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""und"", ""lem"": ""und"", ""pos"": ""CCONJ"", ""tag"": ""KON"", ""dep"": ""cc"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""von"", ""lem"": ""von"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""ir"", ""lem"": ""ir"", ""pos"": ""PRON"", ""tag"": ""PPER"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""ieglīcher"", ""lem"": ""ieglīcher"", ""pos"": ""ADJ"", ""tag"": ""ADJD"", ""dep"": ""pobj"", ""morph"": ""X"", ""lng"": 9}, {""txt"": ""wære"", ""lem"": ""wære"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""conj"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""gar"", ""lem"": ""gar"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""vil"", ""lem"": ""vil"", ""pos"": ""ADJ"", ""tag"": ""ADJD"", ""dep"": ""attr"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""und"", ""lem"": ""und"", ""pos"": ""CCONJ"", ""tag"": ""KON"", ""dep"": ""cc"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""gar"", ""lem"": ""gar"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""lanc"", ""lem"": ""lanc"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""attr"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""sunderlīchen"", ""lem"": ""sunderlīchen"", ""pos"": ""ADJ"", ""tag"": ""ADJD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 12}, {""txt"": ""ze"", ""lem"": ""ze"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""mark"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""sagenne"", ""lem"": ""sagenne"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""xcomp"", ""morph"": ""X"", ""lng"": 7}, {""txt"": "";"", ""lem"": "";"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""und"", ""lem"": ""und"", ""pos"": ""CCONJ"", ""tag"": ""KON"", ""dep"": ""cc"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""wie"", ""lem"": ""wie"", ""pos"": ""X"", ""tag"": ""AVW"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""manigiu"", ""lem"": ""manigiu"", ""pos"": ""X"", ""tag"": ""DIA"", ""dep"": ""amod"", ""morph"": ""X"", ""lng"": 7}, {""txt"": ""untugent"", ""lem"": ""untugent"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""nsubj"", ""morph"": ""X"", ""lng"": 8}, {""txt"": ""uns"", ""lem"": ""uns"", ""pos"": ""PRON"", ""tag"": ""PPER"", ""dep"": ""obj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""an"", ""lem"": ""an"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""case"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""disen"", ""lem"": ""disen"", ""pos"": ""X"", ""tag"": ""DDA"", ""dep"": ""det"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""ahte"", ""lem"": ""ahte"", ""pos"": ""X"", ""tag"": ""CARDA"", ""dep"": ""amod"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""tugenden"", ""lem"": ""tugenden"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 8}, {""txt"": ""irret"", ""lem"": ""irret"", ""pos"": ""VERB"", ""tag"": ""VVFIN"", ""dep"": ""conj"", ""morph"": ""X"", ""lng"": 5}, {""txt"": "","", ""lem"": "","", ""pos"": ""VERB"", ""tag"": ""VVPP"", ""dep"": ""punct"", ""morph"": ""X"", ""lng"": 1}, {""txt"": ""daȥ"", ""lem"": ""daȥ"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""mark"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""würde"", ""lem"": ""würde"", ""pos"": ""AUX"", ""tag"": ""VAFIN"", ""dep"": ""advcl"", ""morph"": ""X"", ""lng"": 5}, {""txt"": ""eht"", ""lem"": ""eht"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""obj"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""von"", ""lem"": ""von"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""obl"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""ieglīcher"", ""lem"": ""ieglīcher"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""pobj"", ""morph"": ""X"", ""lng"": 9}, {""txt"": ""gar"", ""lem"": ""gar"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 3}, {""txt"": ""lanc"", ""lem"": ""lanc"", ""pos"": ""X"", ""tag"": ""AVD"", ""dep"": ""advmod"", ""morph"": ""X"", ""lng"": 4}, {""txt"": ""ze"", ""lem"": ""ze"", ""pos"": ""ADP"", ""tag"": ""APPR"", ""dep"": ""mark"", ""morph"": ""X"", ""lng"": 2}, {""txt"": ""sagenne"", ""lem"": ""sagenne"", ""pos"": ""X"", ""tag"": ""NA"", ""dep"": ""xcomp"", ""morph"": ""X"", ""lng"": 7}]",PROPN AUX PRON X X ADP X X CCONJ AUX VERB ADP PRON X VERB VERB X X X ADJ X ADP PRON ADJ AUX X CCONJ ADP PRON ADJ AUX X ADJ CCONJ X X ADJ ADP X X CCONJ X X X PRON ADP X X X VERB VERB X AUX X ADP X X X ADP X,advmod root nsubj det obj nmod case nmod cc conj advmod obl det pobj xcomp punct mark advmod advmod amod nsubj case det obl advcl punct cc obl det pobj conj advmod attr cc advmod attr advmod mark xcomp punct cc advmod amod nsubj obj case det amod obl conj punct mark advcl obj obl pobj advmod advmod mark xcomp,VSO,2.4329594072761065
